sign,date,prediction
leo,2021-09-21,"День принесет немало беспокойств — предстоит заниматься несколькими делами сразу. И каждое из них будет забирать много внимания и сил. Справиться будет непросто, но все же реально. Не все решения лежат на поверхности, но ваш опыт и изобретательность помогут найти верный подход. Во второй половине дня ситуация начнет налаживаться, а эмоциональный фон становиться более стабильным."
leo,2021-09-22,"Вы уверены в своих силах на все сто, поэтому беретесь даже за, казалось бы, невозможные задачи. И — добиваетесь успеха! Невероятно, но это так. Причем дело не только в везении. Вы отлично умеете оценивать ситуацию и быстро принимать правильные решения. Отношения с окружающими тоже налаживаются. Вы начинаете понимать, почему некоторые на вас обижались или странно реагировали на ваши слова. Получится исправить давние ошибки."
leo,2021-09-23,"Сегодня вам хочется заявить миру о себе. К сожалению, офлайн не всегда рядом есть подходящая трибуна, поэтому стоит попробовать вещать онлайн. Напишите пост в социальной сети о своих чувствах и идеях. Или хотя бы просто обусудите их с теми, кто готов поддержать ваши задумки. Вы удивитесь, но перед вами откроются неожиданные перспективы. Вечер идеально подойдет для романтического свидания. Вы нравитесь людям, наслаждайтесь этим."
leo,2021-09-24,"Сегодня планы Львов тесно связаны с планами других людей - либо диктуются им их личными профессиональными, гражданскими или партнерскими обязательствами. По этой причине им будет трудно следовать своему независимому пути, если в данный момент он не совпал с общими правилами и ценностями. Стоит осторожнее делать покупки, распоряжаться семейным бюджетом или целевыми средствами: возможны сюрпризы."
leo,2021-09-25,"Чувство меры — это не про вас. Особенно сегодня. У вас значительно вырастет аппетит, да и внутренний голос может коварно советовать «ни в чем себе не отказывать». Как итог — проблемы в отношениях или с деньгами, неуемные профессиональные амбиции. Захочется выйти на рамки, превысить лимит по кредитке, поразить всех окружающих и превзойти всех соперников. В общем, по-максимуму проявить всего себя."
leo,2021-09-26,"Ваш главный приоритет на сегодня — коммуникации. Особенно важны персональные контакты в кругу близких и хороших знакомых. Например, соседей. День будет полон интересных новостей, а также создаст хорошие условия для учебы, работы и встреч с партнерами или друзьями. Продуктивной будет работа с личными документами, литературными материалами, отчетами и графиками. И постарайтесь  не медлить с ответом на важные вопросы, отправлением заявок или заполнением анкет."
leo,2021-09-27,"Главная активность для вас на сегодня — интенсивное общение или обучение. Стоит сконцентрировать на своем будущем. И хотя вокруг вас много источников информации, да и сами вы осведомленны не так уж и плохо, все же все может развиваться не по нужному сценарию. И вы не сумеете предугадать что и как. Поэтому лучше заранее подготовиться к разным возможным исходам."
leo,2021-09-28,"Начало дня будет протекать для Львов гладко, что создаст у них ошибочное ощущение безграничной свободы. Если в разговоре остались незатронутыми важные темы, звезды советуют не затягивать с закрытием вопроса, так как вечером события примут иной оборот. Не исключено, что день закончится суетой, спором с представителем близкого окружения, срочной командировкой из-за жилищных или семейных проблем."
leo,2021-09-29,"Сегодня вы можете стать зависимы от своего близкого окружения. Скорее всего, эмоционально. Обострится реакция на семейные события, или вы расстроитесь из-за вестей  от родственников. Сейчас не самое лучшее время для путешествий. Вероятны проблемы с техникой, связью, сервисом. Могут быть ссоры с попутчиками или будет трудно найти  жилье. Но какой бы наряженной не была ситуация, стремитесь  сохранять дружелюбие. "
leo,2021-09-30,"Вам нужно сбавить темп и вместо поездок остаться дома или в офисе. Сейчас вам нужно спрятаться от суеты в каком-то тихом месте. Важно отложить все переговоры и совещания, новые знакомства. Вы можете что-то упустить или показать себя не лучшим образом. Весь день вас будут преследовать навязчивые мысли, вопросы, на которых нет ответа. Но важно уметь расслабляться и избавляться от напряжения."
leo,2021-10-01,"Будьте готовы к приливу неожиданных эмоций и чувств, которы захлестнет вас с головой. Причиной этому станет давнее желание, которое наконец-то получится исполнить. На подвиги вас будет заряжать необычная атмосфера, крутые новости и люди из вашего окружения. Поддержит партнер или подстегнут действия соперника, из-за чего удастся преодолеть социальные барьеры."
leo,2021-10-02,"День будет искушать эмоциональными или финансовыми перегибами. Ваши претензии к своему партнеру растут, впрочем как и аппетит. Не исключено переедание. А еще — чрезмерная тяга к роскоши. Появится сильное желание блеснуть перед окружающими. Ваши сильные стороны сегодня — общительность и умение договариваться. Можно вернуться к обсуждению прошлых тем."
leo,2021-10-03,"Будьте внимательны и аккуратны при работе с деньгами, ценными вещами и финансовой документацией. Велик риск что-то упустить. И хотя мелкие недочёты не страшны сами по себе, но в будущем они могут подкинуть вам немало пробелям, например, создать неразбериху с налоговой. Вообще сейчас важно быть организованным во всем. Устройте уборку и стирку вещей, сортируйте все в шкафу и найдите все несостыковки в старых документах и платежных операциях."
leo,2021-10-04,"Будьте внимательны и аккуратны при работе с деньгами, ценными вещами и финансовой документацией. Велик риск что-то упустить. И хотя мелкие недочёты не страшны сами по себе, но в будущем они могут подкинуть вам немало пробелям, например, создать неразбериху с налоговой. Вообще сейчас важно быть организованным во всем. Устройте уборку и стирку вещей, сортируйте все в шкафу и найдите все несостыковки в старых документах и платежных операциях."
leo,2021-10-05,"Общайтесь с нужными и важными людьми – совсем скоро вам понадобится их помощь, поэтому наладьте отношения с ними. А вот доверять свои задачи кому-либо сегодня не стоит – скорее всего, вас подведут. Очень важно больше времени проводить с семьей, но стоит быть осторожнее с эмоциями и словами, чтобы не задеть и не обидеть близких. От новых дел и идей стоит держаться подальше пока Меркурий движется ретроградно."
leo,2021-10-06,"Пора строить головокружительные планы. Дополняйте их деталями и визуализируйте, чтобы четко понимать, какими путями достичь своего. Несмотря на обилие дел, не забывайте ответить тем, отношения с кем приносят вам пользу. Совсем скоро эти люди могут вновь вам пригодиться. После долгого рабочего дня звезды советуют сходить туда, где очень шумно и людно – сможете расслабиться и познакомиться с кем-то."
leo,2021-10-07,"Проведите этот день активно – чаще встречайтесь с нужными людьми, говорите о своих планах и работайте, не покладая рук. Сегодня вы можете справиться с абсолютно любой задачей, поэтому не бойтесь замахнуться даже на то, что прежде у вас не получалось. Также полезно говорить с близкими и любимыми о чем-то тайном и очень для вас важном – вы сможете сбросить с себя лишнее напряжение, а родные поймут и поддержат."
leo,2021-10-08,"Вставайте пораньше, если хотите успеть все, что запланировали. Кто-то может сегодня не только расстроить, но и разозлить. Постарайтесь держать себя в руках, если эти связи вам важны и нужны. Многие в этот день будут ждать от вас поддержки и заботы, и звезды советуют не отказывать – выслушайте и дайте ценный совет. Возможно, в ближайшем будущем эти люди тоже помогут вам в трудный момент."
leo,2021-10-09,"Сегодня вы можете найти свой истинный путь – звезды подскажут. Также полезно закрывать гештальты – у вас получится решить все вопросы. Общение выходит на первый план и помогает вам больше доверять другим и поверить в себя. Возможно, зарядившись оптимизмом, в этот день вы сможете изменить что-то как в личной, так и в деловой жизни. Только будьте осторожнее – некоторые перемены могут принести неприятности."
leo,2021-10-10,"Активность и инициативность сегодня помогут вам продвинуться по карьерной лестнице и познакомиться с авторитетными и нужными людьми. Тех же, кто в это время будет сидеть на месте, звезды расшевелят дополнительными проблемами. Также полезно в этот день общаться налево и направо и укреплять имеющиеся связи – все это позволит вам смелее предлагать свои идеи и планы. "
leo,2021-10-11,"Отличное время, чтобы завершить все свои проекты, дела и отношения. Попытайтесь не давить на тех людей, от которых вам что-то нужно. Выберите другой путь – комплименты или разговор начистоту. Логика не будет успевать за эмоциями, поэтому вы можете наговорить что-то неприятное родным или сделать ошибку, которую не сможете исправить. Поэтому лучше меньше общаться – так вы сохраните отношения."
leo,2021-10-12,"Сегодня у вас получится сдвинуть с места неподъемные дела. Так что беритесь за самое сложное – вам гарантирован успех. Относитесь ко всему с неподдельным интересом и обязательно просчитывайте свои ходы, чтобы не запнуться о проблемы. Также звезды советуют прислушиваться к своему организму – он может указать на зарождающиеся болезни. Больше гуляйте – это поможет успокоить нервы."
leo,2021-10-13,"Не стоит требовать от себя невозможного – не все вам по плечу, и это нормально. А чтобы чувствовать себя увереннее, обязательно займитесь теми делами, которые выходят у вас лучше всего. Старайтесь быстрее выполнить эти задачи и расслабиться. Также сегодня вы можете найти общий язык абсолютно со всеми – воспользуйтесь этим, чтобы подтянуть свою карьеру и разнообразить личную жизнь."
leo,2021-10-14,"Утро – отличное время, чтобы решить все бытовые и насущные проблемы. А вот браться за серьезную работу и искать ответы на вопросы не стоит – на это лучше потратить вечер. Скорее всего, сегодня вы будете тревожиться по пустякам, и чтобы успокоиться, чаще общайтесь с близкими. И помните, через неделю эти неприятности не будут иметь такого глобального характера."
leo,2021-10-15,"Хорошее настроение сегодня позволит вам найти новых знакомых и, возможно, впечатлить начальство. На работе сейчас стоит браться за все – если даже у вас что-то не получится с первого раза, стоит продолжать, чтобы добиться успеха. Но сильно рисковать не нужно, иначе потеряете что-то ценное. Также звезды обещают вам сюрпризы и новости, которые обязательно зарядят вас позитивом."
leo,2021-10-16,"Сегодня вам некуда спешить, поэтому можно поваляться в кровати подольше. Также звезды не советуют напрягаться, в этот выходной лучше расслабиться и подумать о будущем. Полезно сделать что-то приятное себе. Например, сходить в парикмахерскую или пробежаться по магазинам. Главное, чтобы это порадовало вас. Не акцентируйте внимание на негативных событиях, совсем скоро они решатся и без вас."
leo,2021-10-17,"У вас слишком много стресса в последнее время. Постарайтесь замедлиться и обмозговать все произошедшее или просто отдохнуть. Кстати, об отдыхе – откажитесь от активностей и расслабьтесь на диване за интересным сериалом. Только так вы сможете перезагрузиться, а сейчас вам нужно именно это. А вот делиться с кем-либо своими идеями и планами вредно – далеко не все вас поймут и тем более поддержат."
leo,2021-10-18,"Составляя план на день, выделяйте больше времени даже на мелкие задачи – сегодня они будут «буксовать». Решительнее беритесь за сложные дела и то, что вы постоянно перекладываете. Сегодня фортуна поможет вам добиться успеха во всем, а обстоятельства помогут привлечь в жизнь позитивные перемены. А еще полезно заняться своим имиджем – новая прическа или макияж помогут чувствовать себя увереннее."
leo,2021-10-19,"Выводы сегодня будут преждевременны. Подождите несколько часов или дней – за это время ситуация может кардинально поменяться. Также звезды советуют учиться чему-то новому, соглашаться на предложения и менять стиль общения – все это поможет вам подтянуть самооценку. Не стоит встречаться с друзьями и отказываться от шумных мероприятий – вечером лучше отдохнуть в одиночестве."
leo,2021-10-20,"Не выходите лишний раз из дома, если не хотите столкнуться с неприятностями. Также полезно в этот день реже общаться – собеседники будут настаивать на своем и пользоваться вашей добротой. Не стоит принимать решения – можно пожалеть о сказанном и сделанном уже завтра. И держитесь подальше от всего нового – сегодня это может обернуться проблемами."
leo,2021-10-21,"Разгрузите этот день и оставьте время на отдых – это поможет вам сохранить результативность до самого вечера. Не доказывайте свою правоту другим – вас не услышат и не поймут. Лучше потратьте эти драгоценные минуты на себя: заварите кофе, пролистайте новости или просто расслабьтесь. Также сегодня лучше отказаться от старых вещей и мыслей, которые уже давно не приносят вам пользы."
leo,2021-10-22,"Самое важные дела лучше отложить на вечер – тогда вы будете принимать только верные решения. А днем стоит расслабиться и заниматься тем, что выходит у вас лучше всего. Сейчас что-то пойдет не по плану, но вы сможете справиться с проблемами, если будете реагировать молниеносно. Сегодня вы поймете, что высасывает у вас тонны энергии – откажитесь от этого, и тогда вы почувствуете себя лучше."
leo,2021-10-23,"Отправляйтесь за яркими впечатлениями в новое место. Но не забывайте о мерах безопасности – маски и перчатки обязательно должны быть при вас. Возможно, в этот день вас кто-то разочарует. Но не спешите сжигать мосты – сначала поговорите начистоту и уже после принимайте решение. Вслушивайтесь в слова собеседников – в этот день они разговаривают только намеками и шифрами."
leo,2021-10-24,"Можно выдохнуть и расслабиться. Обязательно спите подольше, встретьтесь с друзьями, пробегитесь по магазинам – все это поможет вам чувствовать себя лучше. А если вы работаете в этот выходной, берите паузы чаще, общайтесь с коллегами и не нагружайте себя миллионом дел. Полезно смотреть на проблемы под другим углом, искать альтернативные варианты."
leo,2021-10-25,"Пора подумать о будущем успехе и о том, что может помочь вам исполнить свои желания и мечты. Возможно, многие из ваших целей можно осуществить уже прямо сейчас. Так что полезно в этот день обговаривать все с единомышленниками, пользоваться возможностями и настраиваться оптимистично. Вы можете почувствовать нехватку эмоций и новых ощущений. Обязательно сходите в новое место – там вы точно найдете маленькое приключение."
leo,2021-10-26,"Первая половина дня – отличное время для сложных и срочных дел. Так что вставайте пораньше, чтобы поработать в тишине и спокойствии. А если у вас есть время, хорошо приготовить полезный завтрак и для себя, и для близких. В этот день стоит быть осторожнее со словами – можете очень быстро расстроить и даже оскорбить собеседника. И не давайте кому-либо сесть вам на шею – потом не сможете сбросить."
leo,2021-10-27,"Не стоит рваться в бой, планировать тысячу дел – лучше двигайтесь в размеренном и комфортном для вас темпе. Подходите к задачам осознанно и не беритесь за то, что не хочется делать. Слушайте внутренний голос – он подскажет верное решение. Также вы рискуете сегодня обидеть близкого человека, поэтому общайтесь осторожнее, выбирайте правильные слова."
leo,2021-10-28,"Ваши идеи в этот день принесут новые возможности. Хватайтесь за все – каждая даст вам что-то полезное: деньги, нужные связи или просто хорошее настроение. Но не меняйте своих планов – очень важно выполнить все цели, которые вы поставили себе сегодня. А вот от приключений и рисков стоит держаться подальше – это может забрать у вас не только силы, но и ударить по кошельку."
leo,2021-10-29,"Вы в гуще событий. Сегодня ваш совет нужен каждому, и это может напрягать. Постарайтесь говорить, комментировать и советовать только то, во что вы действительно верите. И делайте это очень деликатно, чтобы не расстроить и не обидеть кого-то. В некоторых моментах логика будет будто отключаться. Не опирайтесь на чувства и эмоции, лучше вспомните былой опыт – он поможет."
leo,2021-10-30,"Составляя план на день этим утром, отводите больше времени каждому делу – задачи могут забуксовать и вам придется торопиться, и это отпечатается на вашем настроении. Также будет сложно сохранить мир в доме – вам то и дело хочется критиковать действия близких, давить на них и склонять к вашему решению. Помните, что обидев любимого однажды, можно потерять его доверие. Также меньше спорьте в этот день, иначе ввяжитесь в конфликт."
leo,2021-10-31,"Курс на креатив! Сегодня вам стоит браться только за интересные, необычные и вдохновляющие задачи и выполнять их, подключая к делу фантазию и творческую жилку. Не расстраивайтесь, если ваши планы не этот день будут разниться со сценарием партнеров или друзей – вы можете подкорректировать задуманное и преуспеть в чем-то другом. Также звезды советуют сейчас не перенапрягаться, иначе лишняя нагрузка отпечатается на вашем здоровье."
leo,2021-11-01,"Не теряйте времени зря и беритесь только за выгодные дела. Вы обязательно получите большее, чем планировали. Чаще говорите с близкими и не очень о своих проектах – так вы заметили слабые места и сможете их подкорректировать. Вечером у вас будет много энергии и лучше пустить ее на уборку. А вот выходить за пределы своей квартиры в этот день не стоит – за окном бушует коронавирус."
leo,2021-11-02,"Сильное напряжение сегодня может обернуться нервным срывом или плохим самочувствием. Поэтому разгрузите этот день и старайтесь меньше стрессовать. Ромашковый чай или беседы по душам очень помогут вам в этом. Хвастаться своими победами не стоит – кто-то может вам позавидовать. Стоит быть скромнее и радоваться за себя в одиночку. Также сейчас ваша судьба может свернуть на другую дорожку – не волнуйтесь, все только к лучшему."
leo,2021-11-03,"Отличный день, чтобы подтянуть свою карьеру. Беритесь за важные задачи с самого утра и пожинайте плоды ваших прошлых дел. Успех уже давно стоит у ваших дверей, и сегодня он точно постучится. А вот с отношениями все не так радужно – сейчас вы с партнером топчитесь на одном месте, и это может напрягать вас. Вечер лучше провести в компании друзей и близких – позвольте себе немного расслабиться."
leo,2021-11-04,"Пора подключать к каждому делу не только интуицию, но и свою мудрость. Прошлый опыт обязательно подскажет, какой путь и вариант выбрать. Помогайте чаще близким – кто-то из них не справляется со своими задачами. Сейчас в вашу жизнь будут входить новые люди, но не всем можно слепо доверять – у кого-то злые умыслы. И если вам придется общаться налево и направо, не забывайте маску и перчатки."
leo,2021-11-05,"Сегодня к вам приходят блестящие идеи и очень важно воплощать их в жизнь в этот же день – можно потерять запал или просто-напросто забыть свой план. Также полезно выйти за рамки, нарушить какие-то правила – это может перевернуть вашу карьеру с ног на голову. Не бойтесь знакомиться, ведь сейчас можно встретить человека, который не только вдохновит, но и может помочь словом или делом."
leo,2021-11-06,"Слово этого дня – любовь. Ваши романтические отношения начинают играть новыми красками. Но вам не стоит сидеть на попе ровно, приложите к этому руку: устройте второй половинке сюрприз или ужин при свечах. Все это укрепит вашу связь. А если у вас есть дети – обязательно сделайте что-то веселое и забавное. Например, постройте вместе крепость из подушек и одеял или поиграйте в настолки."
leo,2021-11-07,"Вы любите показывать себя и рекламировать свои таланты. Именно этим сегодня и нужно заняться – поможет вашей карьере. Возможно, придется бороться за место под солнцем, и вы можете выйти из этой битвы победителем, если проявите свои лучшие черты. Так что идти по головам – не лучший план. Сейчас звезды «за» новые проекты и дела, поэтому полезно взяться за то, что уже давно вас интересует."
leo,2021-11-08,"Дела буксуют, и вам придется поднажать, чтобы довести все до ума. Так что не щадите себя и прикладывайте максимум усилий. Возможно, ваши планы испортит случай, но вы быстро расправитесь со всеми проблемами. Не стоит расстраиваться, если все идет не по вашему сценарию – так жизнь показывает вам верный путь. Также звезды советуют идти на компромиссы и не давить своим мнением на собеседников."
leo,2021-11-09,"Очень много дел, но вы справитесь со всем по щелчку пальцев. Важно хвалить себя после каждой завершенной задачи – так вы сохраните работоспособность. Также стоит отслеживать свое самочувствие, возможно, стресс в этот день может подпортить иммунитет. Обязательно берегите свое здоровье – купите витамины, одевайтесь теплее и чаще бывайте на свежем воздухе."
leo,2021-11-10,"Мелкие задачи и проблемы в этот день высосут из вас всю энергию. Поэтому отказывайтесь от серьезных и сложных задач – сегодня у вас не будет на них сил. Многие отношения сейчас будут на грани разрыва – разговоры не будут клеиться как с деловыми, так и с любовными партнерами. Старайтесь больше слушать и идти на компромиссы, если их предлагают, иначе потеряете ценные связи."
leo,2021-11-11,"У вас сегодня целый вагон и маленькая тележка дел, поэтому не стесняйтесь и просите помощи у коллег и близких. Самостоятельно вы вред ли справитесь даже с половиной задач. Также не закрывайте двери для перемен – постарайтесь принять их и использовать себе во благо. В романтических отношениях все не так просто – партнер правит сценарий вашей любви, и это может расстраивать. Не молчите, если вас что-то не устраивает."
leo,2021-11-12,"Отсиживаться дома или полениться не получится – на вашу голову упадет немало дел, а ваши советы будут нужны везде и каждому. Но не забывайте о перчатках и маске – позаботьтесь о своем здоровье. Обязательно помните об отдыхе и чаще расслабляйтесь, отодвигайте сложные задачи на второй план. А в романтических отношениях стоит быть активнее – устройте ужин при свечах или сделайте сюрприз. Так вы забудете о всех разногласиях и проблемах."
leo,2021-11-13,"Боритесь со своей тревожностью и нервозностью. Хотя сегодня будет и много неприятных ситуаций, вы сможете со всем справиться. Поэтому думайте и замечайте только хорошее и верьте в свои силы. Не стоит делать что-то импульсивно, лучше отодвиньте эмоции на второй план и подойдите к вопросам с трезвым умом. Некоторые проблемы могут оказаться не такими и сложными."
leo,2021-11-14,"Пора укреплять тылы своего благополучия, нужные связи и планы на будущее. Вообще, сегодня очень важно думать наперед и шагать в верном направлении – а выбрать его помогут звезды. Поэтому смотрите по сторонам, замечайте знаки и слушайте интуицию – все это поможет вам рассекретить планы Вселенной и воспользоваться теми шансами, которые она вам посылает."
leo,2021-11-15,"В вашей жизни настал кризис. Старайтесь вынести из него какой-то урок и решить сложную проблему. Позже вы поймете, что все было не просто так. Также полезно в этот день задуматься о настоящем и будущем, понять, в правильном ли направлении вы движетесь и когда дойдете до своей цели. Отличный день, чтобы пересчитать свои деньги и понять, как заработать больше."
leo,2021-11-16,"Утро должно быть плодотворным – именно в ранние часы вы будете на пике активности. Сегодня вы захотите экспериментировать, но это не лучшее время. Старайтесь идти проторенной дорогой и не рискуйте лишний раз. Стоит быть активным и инициативным до самого вечера, если вы хотите приблизиться к своим целям еще на один шажок. Но не доверяйте всем вокруг – в этот день вас очень легко обмануть."
leo,2021-11-17,"Дела не должны забирать у вас все время. Обязательно найдите пару минут для отдыха и общения. Иначе в конце дня вы будете чувствовать себя, как выжатый лимон. Экспериментировать и рисковать не стоит – можете потерять что-то ценное. Обязательно ищите компромиссы и прислушивайтесь к собеседникам – это поможет наладить с ними связь и добиться своего."
leo,2021-11-18,"Кто-то будет ставить вам палки в колеса, и скорее всего, придется выяснять отношения с этим человеком. Но самое важное тут – не раздражаться и говорить по существу. Проблемы и обстоятельства в этот день будут доводить до невроза. Старайтесь чаще отдыхать и физически, и психологически, чтобы снизить уровень стресса. Не стоит брать работу на дом, даже если вы не успеваете – это может отпечатываться на вашем здоровье."
leo,2021-11-19,"Это лунное затмение может впустить раздор в вашу семью. Так что транслируйте только позитивные мысли и чувства, чтобы сохранить отношения. На работе тоже стоит быть осторожнее – некоторые высказывания могут не понравиться начальству. Наваливать на себя тысячу дел вредно. Звезды советуют больше отдыхать и рефлексировать – это повлияет на вас благотворно."
leo,2021-11-20,"Утром можно неспешно просыпаться и заниматься своими делами – на это будет и силы, и желание. А вот днем у вас будет слишком много дел. На работе вас нагружают задачами по самое не хочу, поэтому у вас нет времени даже выпить кофе. Так можно очень быстро перегореть. Поговорите с начальством о том, что нужно снизить нагрузку – он должен понять.   "
leo,2021-11-21,"Сегодня вам нужно быть везде и всюду, поэтому заряжайтесь кофе и энергией с самого утра, чтобы успеть больше. Минус этого дня – вас будут постоянно отвлекать. Постарайтесь уходить от пустых разговоров, реже заглядывайте в соцсети, чтобы не тратить время зря. Также полезно сейчас работать по дому – можно устроить генеральную уборку или большую стирку."
